Learner_ID,Learner_Segment,Current_Plan,Current_Fee,Completion_Rate,Weekly_Hours,Last_Login_Days,Renewed_Last_Cycle,Recommended_Action,Recommended_Discount_Pct,Reason
L01199,Working Professional,Pro,999,0.67,5.5,9,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.5 hrs/week) - no action needed yet"
L01200,Power Learner,Premium,1499,0.87,17.7,0,Y,Recommend Premium,0,Power Learner with 87.0% completion rate
L01201,Career Switcher,Basic,299,0.73,8.8,5,Y,Recommend Premium (Power Usage),0,Completed 11 courses - power usage on a non-Premium plan
L01202,College Student,Basic,299,0.62,6.4,24,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01203,Certification Seeker,Basic,299,0.64,6.9,16,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01204,College Student,Basic,299,0,8.4,16,N,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L01205,Casual Learner,Basic,299,0.2,0.9,61,N,CS Outreach Before Upsell,20,High support ticket volume (5) needs resolution first
L01206,Casual Learner,Premium,1499,0.17,2.3,27,Y,Downgrade Review,0,Paying for Premium but completion rate is only 17.0%
L01207,Working Professional,Standard,599,0.67,9.2,12,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01208,College Student,Basic,299,0.57,8.9,35,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01209,Working Professional,Standard,599,0.67,4.3,0,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 4.3 hrs/week) - no action needed yet"
L01210,Working Professional,Basic,299,1,7,15,Y,Recommend Premium,0,Working Professional averaging 7 hrs/week with 100.0% completion
L01211,Casual Learner,Standard,599,0.5,3.7,51,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01212,Casual Learner,Basic,299,0.38,1.9,60,N,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01213,Working Professional,Pro,999,0.83,9.7,14,N,Recommend Premium,10,Working Professional averaging 9.7 hrs/week with 83.0% completion
L01214,Career Switcher,Basic,299,0.75,7.8,9,Y,Recommend Upgrade to Standard,0,On Basic but logging in 13x/month with 75.0% completion
L01215,Working Professional,Pro,999,1,5.6,1,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 10 months with consistent renewals
L01216,College Student,Standard,599,0.5,6,10,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01217,Career Switcher,Pro,999,0.5,7.5,13,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01218,Career Switcher,Standard,599,0.73,10.3,14,Y,Recommend Pro,0,Career Switcher investing 10.3 hrs/week - high intent to reskill
L01219,Power Learner,Premium,1499,1,17.8,2,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L01220,Career Switcher,Pro,999,0.6,10.5,4,Y,Recommend Pro,0,Career Switcher investing 10.5 hrs/week - high intent to reskill
L01221,College Student,Standard,599,0.33,5.1,23,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01222,Certification Seeker,Basic,299,0.83,3.7,15,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01223,College Student,Basic,299,0.43,5.2,8,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (43.0% completion, 5.2 hrs/week) - no action needed yet"
L01224,Certification Seeker,Basic,299,0.6,6.3,5,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01225,Working Professional,Basic,299,0.77,4.4,17,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01226,Power Learner,Premium,1499,0.86,19.8,0,N,Recommend Premium,10,Power Learner with 86.0% completion rate
L01227,Certification Seeker,Standard,599,1,5.3,18,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01228,Working Professional,Pro,999,0.64,6.8,18,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L01229,Working Professional,Premium,1499,0.6,7.1,15,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01230,Casual Learner,Basic,299,0.33,1.7,71,N,CS Outreach Before Upsell,20,High support ticket volume (3) needs resolution first
L01231,Career Switcher,Pro,999,0.57,7.8,13,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01232,Certification Seeker,Premium,1499,0.86,7,25,Y,Recommend Pro (Certification Value),0,Certification Seeker with 86.0% completion - values credentialing
L01233,College Student,Basic,299,0.43,6.3,5,Y,Do Not Extend Discount Next Cycle,0,Received 21% discount but only 43.0% completion - discount not driving engagement
L01234,Working Professional,Pro,999,0.5,5.9,19,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01235,Power Learner,Pro,999,0.75,17,3,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01236,Working Professional,Premium,1499,0.85,8,14,Y,Recommend Premium,0,Working Professional averaging 8 hrs/week with 85.0% completion
L01237,Certification Seeker,Standard,599,0.91,7.3,11,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01238,Career Switcher,Basic,299,0.75,5.7,6,Y,Recommend Upgrade to Standard,0,On Basic but logging in 15x/month with 75.0% completion
L01239,Career Switcher,Pro,999,0.8,5.3,9,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01240,Certification Seeker,Standard,599,0.75,7.4,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01241,Working Professional,Premium,1499,0.69,9.3,17,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01242,Working Professional,Standard,599,0.6,7.4,20,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01243,Casual Learner,Standard,599,0.33,4,54,N,Renewal Reminder,0,No login in 54 days
L01244,Working Professional,Basic,299,1,6.9,5,Y,Recommend Premium,0,Working Professional averaging 6.9 hrs/week with 100.0% completion
L01245,College Student,Basic,299,0.67,3.3,29,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 3.3 hrs/week) - no action needed yet"
L01246,College Student,Basic,299,1,6,26,Y,Recommend Upgrade to Standard,15,On Basic but logging in 14x/month with 100.0% completion
L01247,College Student,Basic,299,0.45,7.6,0,N,Do Not Extend Discount Next Cycle,0,Received 30% discount but only 45.0% completion - discount not driving engagement
L01248,Power Learner,Premium,1499,0.86,10.9,3,Y,Recommend Premium,0,Power Learner with 86.0% completion rate
L01249,Certification Seeker,Standard,599,0.87,3.9,14,Y,Recommend Premium (Power Usage),0,Completed 13 courses - power usage on a non-Premium plan
L01250,Casual Learner,Standard,599,0.33,0.5,75,N,High Churn Risk - Win-Back Offer,20,Inactive for 75 days and did not renew last cycle
L01251,Certification Seeker,Pro,999,0.57,3.5,24,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (57.0% completion, 3.5 hrs/week) - no action needed yet"
L01252,College Student,Standard,599,1,3.2,24,Y,Student Discount (15%),15,College Student with strong 100.0% completion - budget-sensitive segment
L01253,Casual Learner,Basic,299,0.38,2.6,85,N,CS Outreach Before Upsell,20,High support ticket volume (3) needs resolution first
L01254,Working Professional,Standard,599,0.7,5,5,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 5 hrs/week) - no action needed yet"
L01255,Power Learner,Pro,999,0.93,19.9,1,Y,Recommend Premium,0,Power Learner with 93.0% completion rate
L01256,Power Learner,Premium,1499,0.75,16.3,1,Y,Recommend Annual Plan,0,Power Learner active for 12 months - strong annual-plan candidate
L01257,College Student,Basic,299,0.5,6.9,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01258,Certification Seeker,Standard,599,0.8,7.9,11,Y,Recommend Upgrade to Pro,0,On Standard but completing 80.0% at 7.9 hrs/week - outgrowing current plan
L01259,Working Professional,Standard,599,0.55,8.1,19,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01260,Certification Seeker,Standard,599,0.57,4.3,8,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (57.0% completion, 4.3 hrs/week) - no action needed yet"
L01261,College Student,Basic,299,0.71,4.6,23,N,Offer Loyalty Discount (10%),10,"Engaged (71.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01262,Certification Seeker,Pro,999,0.67,3.4,25,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 3.4 hrs/week) - no action needed yet"
L01263,Working Professional,Pro,999,1,8.6,18,Y,Recommend Premium,10,Working Professional averaging 8.6 hrs/week with 100.0% completion
L01264,College Student,Basic,299,0.43,2.6,16,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01265,College Student,Pro,999,0.67,8.7,6,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01266,Career Switcher,Standard,599,0.67,10.6,9,Y,Recommend Pro,0,Career Switcher investing 10.6 hrs/week - high intent to reskill
L01267,College Student,Standard,599,1,2.5,33,N,Offer Loyalty Discount (10%),10,"Engaged (100.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01268,Working Professional,Pro,999,0.75,6.4,20,Y,Recommend Premium,0,Working Professional averaging 6.4 hrs/week with 75.0% completion
L01269,Working Professional,Premium,1499,0.67,8.7,2,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 10 months with consistent renewals
L01270,Working Professional,Premium,1499,0.5,9.5,16,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01271,Working Professional,Pro,999,0.6,4.7,0,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 4.7 hrs/week) - no action needed yet"
L01272,College Student,Standard,599,0.6,3.4,26,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 3.4 hrs/week) - no action needed yet"
L01273,College Student,Standard,599,0.36,3.6,1,N,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01274,Certification Seeker,Basic,299,0.67,5.7,17,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.7 hrs/week) - no action needed yet"
L01275,Certification Seeker,Pro,999,0.75,7.5,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01276,Working Professional,Premium,1499,0.71,6.7,12,N,Recommend Premium,10,Working Professional averaging 6.7 hrs/week with 71.0% completion
L01277,Career Switcher,Pro,999,0.73,5.4,10,N,Offer Loyalty Discount (10%),10,"Engaged (73.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01278,Working Professional,Basic,299,0.7,5.9,3,N,Recommend Upgrade to Standard,0,On Basic but logging in 11x/month with 70.0% completion
L01279,Career Switcher,Premium,1499,0.67,5.9,11,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.9 hrs/week) - no action needed yet"
L01280,College Student,Standard,599,0.47,2.9,39,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01281,College Student,Standard,599,0.4,8.3,38,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01282,College Student,Premium,1499,1,4.8,35,Y,Student Discount (15%),15,College Student with strong 100.0% completion - budget-sensitive segment
L01283,Casual Learner,Basic,299,0.09,2.2,70,N,CS Outreach Before Upsell,20,High support ticket volume (5) needs resolution first
L01284,Career Switcher,Pro,999,0.75,8,8,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01285,College Student,Pro,999,0.6,5.6,6,Y,Verify Extended Student Eligibility,0,Age 19 on Pro - confirm still eligible for extended student pricing
L01286,Power Learner,Pro,999,1,19.9,1,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L01287,College Student,Basic,299,1,7.6,6,Y,Recommend Upgrade to Pro,15,On Basic but completing 100.0% at 7.6 hrs/week - outgrowing current plan
L01288,Working Professional,Pro,999,0.82,6.4,16,Y,Recommend Premium,0,Working Professional averaging 6.4 hrs/week with 82.0% completion
L01289,Working Professional,Standard,599,0.67,7.4,20,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01290,Casual Learner,Basic,299,0.29,2.5,31,Y,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L01291,Career Switcher,Pro,999,0.67,10.7,8,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01292,Casual Learner,Basic,299,0.4,2.5,75,N,CS Outreach Before Upsell,20,High support ticket volume (3) needs resolution first
L01293,Power Learner,Pro,999,0.92,18.9,0,Y,Recommend Premium,0,Power Learner with 92.0% completion rate
L01294,Working Professional,Pro,999,0.73,6.1,20,Y,Recommend Premium (Power Usage),0,Completed 11 courses - power usage on a non-Premium plan
L01295,College Student,Basic,299,0.5,6.7,40,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01296,College Student,Basic,299,0.58,5.9,18,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01297,Career Switcher,Standard,599,0.75,9.2,2,Y,Recommend Pro,0,Career Switcher investing 9.2 hrs/week - high intent to reskill
L01298,College Student,Basic,299,0.4,4.2,30,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01299,Power Learner,Premium,1499,0.75,16.5,3,Y,Recommend Annual Plan,0,Power Learner active for 10 months - strong annual-plan candidate
L01300,Working Professional,Pro,999,0.86,5.2,7,Y,Recommend Premium (Power Usage),10,Completed 12 courses - power usage on a non-Premium plan
L01301,Working Professional,Standard,599,0.6,8.5,7,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01302,Certification Seeker,Pro,999,0.67,4.4,9,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01303,Casual Learner,Basic,299,0.17,2.6,73,N,High Churn Risk - Win-Back Offer,20,Inactive for 73 days and did not renew last cycle
L01304,College Student,Basic,299,0.6,2.8,2,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01305,Casual Learner,Basic,299,0,1,24,N,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01306,College Student,Standard,599,0.5,8.3,6,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01307,Career Switcher,Pro,999,0.71,9.7,0,N,Recommend Pro,10,Career Switcher investing 9.7 hrs/week - high intent to reskill
L01308,College Student,Basic,299,0.4,4.8,5,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (40.0% completion, 4.8 hrs/week) - no action needed yet"
L01309,College Student,Basic,299,0.43,3.4,18,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (43.0% completion, 3.4 hrs/week) - no action needed yet"
L01310,Casual Learner,Standard,599,0.36,3.4,90,N,CS Outreach Before Upsell,20,High support ticket volume (5) needs resolution first
L01311,Working Professional,Premium,1499,1,4.5,14,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 11 months with consistent renewals
L01312,Certification Seeker,Standard,599,0.8,7.7,5,Y,Recommend Upgrade to Pro,0,On Standard but completing 80.0% at 7.7 hrs/week - outgrowing current plan
L01313,Working Professional,Standard,599,0.67,10,0,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L01314,College Student,Basic,299,0.67,5.1,27,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01315,College Student,Basic,299,0.5,2.4,23,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01316,Career Switcher,Standard,599,0.6,6.9,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01317,College Student,Basic,299,0.67,2.4,16,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01318,Casual Learner,Basic,299,0.17,3.8,53,N,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L01319,Working Professional,Standard,599,0.6,5.1,19,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01320,Career Switcher,Premium,1499,0.5,6.7,14,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01321,Power Learner,Pro,999,0.92,19.8,3,N,Recommend Premium,10,Power Learner with 92.0% completion rate
L01322,Certification Seeker,Pro,999,0.8,6,3,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01323,Casual Learner,Basic,299,0.25,1,69,N,High Churn Risk - Win-Back Offer,20,Inactive for 69 days and did not renew last cycle
L01324,Working Professional,Standard,599,0.86,5.9,18,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 11 months with consistent renewals
L01325,College Student,Premium,1499,0.56,4.1,19,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (56.0% completion, 4.1 hrs/week) - no action needed yet"
L01326,College Student,Standard,599,0.38,7.4,22,Y,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01327,Career Switcher,Pro,999,0.6,6.1,10,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01328,College Student,Basic,299,0.67,4.4,9,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 4.4 hrs/week) - no action needed yet"
L01329,College Student,Basic,299,0.57,4.2,37,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01330,Career Switcher,Pro,999,0.67,7.3,0,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01331,College Student,Basic,299,0.36,8,10,N,Do Not Extend Discount Next Cycle,0,Received 27% discount but only 36.0% completion - discount not driving engagement
L01332,Working Professional,Pro,999,0.62,4.9,17,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L01333,Career Switcher,Pro,999,0.57,10.3,0,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01334,Working Professional,Pro,999,0.77,7.8,12,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01335,Career Switcher,Pro,999,1,10.7,2,Y,Recommend Pro,0,Career Switcher investing 10.7 hrs/week - high intent to reskill
L01336,Career Switcher,Pro,999,0.5,11.4,3,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01337,Career Switcher,Pro,999,0.53,9.9,0,Y,Recommend Pro,0,Career Switcher investing 9.9 hrs/week - high intent to reskill
L01338,Casual Learner,Basic,299,0.14,3.1,63,N,High Churn Risk - Win-Back Offer,20,Inactive for 63 days and did not renew last cycle
L01339,College Student,Pro,999,0.38,6.8,39,Y,Verify Extended Student Eligibility,0,Age 19 on Pro - confirm still eligible for extended student pricing
L01340,Career Switcher,Pro,999,0.78,11,6,Y,Recommend Pro,0,Career Switcher investing 11 hrs/week - high intent to reskill
L01341,Working Professional,Pro,999,0.5,9.8,5,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 11 months with consistent renewals
L01342,College Student,Pro,999,0.67,6.3,34,Y,Verify Extended Student Eligibility,0,Age 19 on Pro - confirm still eligible for extended student pricing
L01343,Career Switcher,Standard,599,0.75,11.6,12,Y,Recommend Pro,0,Career Switcher investing 11.6 hrs/week - high intent to reskill
L01344,Career Switcher,Basic,299,0.5,8.7,8,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01345,College Student,Pro,999,0.6,6.1,15,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01346,Working Professional,Pro,999,0.75,9.2,4,Y,Recommend Premium,10,Working Professional averaging 9.2 hrs/week with 75.0% completion
L01347,Career Switcher,Pro,999,0.64,9.1,0,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01348,Power Learner,Premium,1499,0.82,10,3,Y,Recommend Premium,0,Power Learner with 82.0% completion rate
L01349,College Student,Basic,299,0.67,3.7,33,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01350,Career Switcher,Standard,599,0.83,6.2,12,Y,Recommend Upgrade to Pro,0,On Standard but completing 83.0% at 6.2 hrs/week - outgrowing current plan
L01351,College Student,Basic,299,0.67,6.2,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01352,College Student,Basic,299,0.4,6.7,35,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01353,Working Professional,Premium,1499,1,8.7,1,Y,Recommend Premium,0,Working Professional averaging 8.7 hrs/week with 100.0% completion
L01354,Certification Seeker,Premium,1499,0.7,4.9,17,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 4.9 hrs/week) - no action needed yet"
L01355,College Student,Standard,599,0.36,4.9,2,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01356,College Student,Basic,299,0.6,2.9,2,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01357,Working Professional,Standard,599,0.71,4.7,19,N,Recommend Premium (Power Usage),10,Completed 10 courses - power usage on a non-Premium plan
L01358,College Student,Basic,299,1,8.5,18,Y,Recommend Upgrade to Pro,15,On Basic but completing 100.0% at 8.5 hrs/week - outgrowing current plan
L01359,Casual Learner,Basic,299,0,1.1,88,N,CS Outreach Before Upsell,20,High support ticket volume (3) needs resolution first
L01360,Working Professional,Basic,299,1,6.4,2,N,Recommend Premium,10,Working Professional averaging 6.4 hrs/week with 100.0% completion
L01361,Career Switcher,Pro,999,0.67,8.8,7,Y,Recommend Pro,0,Career Switcher investing 8.8 hrs/week - high intent to reskill
L01362,Career Switcher,Standard,599,0.6,5.7,10,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 5.7 hrs/week) - no action needed yet"
L01363,Career Switcher,Standard,599,0.73,7.2,7,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01364,Career Switcher,Standard,599,0.6,7.1,14,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01365,Working Professional,Standard,599,0.75,5.3,2,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01366,Working Professional,Pro,999,0.75,4.4,15,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L01367,College Student,Standard,599,0.75,4.3,13,Y,Student Discount (15%),15,College Student with strong 75.0% completion - budget-sensitive segment
L01368,Certification Seeker,Standard,599,0.88,7.3,2,Y,Recommend Pro (Certification Value),0,Certification Seeker with 88.0% completion - values credentialing
L01369,College Student,Standard,599,0.73,6.1,16,Y,Student Discount (15%),15,College Student with strong 73.0% completion - budget-sensitive segment
L01370,Career Switcher,Basic,299,0.67,8.9,7,Y,Recommend Pro,0,Career Switcher investing 8.9 hrs/week - high intent to reskill
L01371,College Student,Pro,999,0.67,6.6,17,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01372,Working Professional,Standard,599,0.83,7.4,4,Y,Recommend Premium (Power Usage),10,Completed 10 courses - power usage on a non-Premium plan
L01373,Casual Learner,Standard,599,0.38,2.4,77,N,CS Outreach Before Upsell,20,High support ticket volume (3) needs resolution first
L01374,Casual Learner,Basic,299,0,2.3,86,N,High Churn Risk - Win-Back Offer,20,Inactive for 86 days and did not renew last cycle
L01375,Working Professional,Pro,999,0.6,5.5,17,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 5.5 hrs/week) - no action needed yet"
L01376,Career Switcher,Pro,999,0.8,7.6,13,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01377,Career Switcher,Pro,999,0.5,7.2,12,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01378,Certification Seeker,Standard,599,0.7,4.7,23,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 4.7 hrs/week) - no action needed yet"
L01379,Working Professional,Pro,999,0.71,6.4,16,Y,Recommend Premium,0,Working Professional averaging 6.4 hrs/week with 71.0% completion
L01380,Casual Learner,Basic,299,0.36,1.7,27,Y,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 36.0% completion - signals low intent, not price sensitivity"
L01381,Power Learner,Premium,1499,0.83,18.2,3,Y,Recommend Premium,0,Power Learner with 83.0% completion rate
L01382,College Student,Standard,599,0.33,5.3,29,Y,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01383,Certification Seeker,Standard,599,0.5,4.3,2,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 4.3 hrs/week) - no action needed yet"
L01384,College Student,Standard,599,0.44,8.8,2,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01385,Working Professional,Premium,1499,0.6,9.2,20,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01386,Certification Seeker,Standard,599,0.67,4.3,18,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01387,Certification Seeker,Pro,999,1,5.7,4,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01388,Working Professional,Pro,999,0.5,9,1,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01389,Working Professional,Pro,999,0.6,6.4,14,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01390,Working Professional,Standard,599,1,6.4,8,N,Recommend Premium,10,Working Professional averaging 6.4 hrs/week with 100.0% completion
L01391,College Student,Standard,599,0.33,2.1,4,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01392,College Student,Basic,299,0.73,7,6,Y,Recommend Premium (Power Usage),15,Completed 11 courses - power usage on a non-Premium plan
L01393,Casual Learner,Premium,1499,0.25,1.9,42,Y,Downgrade Review,0,Paying for Premium but completion rate is only 25.0%
L01394,College Student,Basic,299,0.4,5.7,3,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (40.0% completion, 5.7 hrs/week) - no action needed yet"
L01395,College Student,Standard,599,0.33,2.4,2,N,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01396,Working Professional,Standard,599,0.7,7.5,10,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L01397,College Student,Standard,599,1,6.3,12,Y,Recommend Upgrade to Pro,15,On Standard but completing 100.0% at 6.3 hrs/week - outgrowing current plan
L01398,College Student,Pro,999,0.38,4.7,11,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01399,Casual Learner,Basic,299,0.25,2.2,78,N,High Churn Risk - Win-Back Offer,20,Inactive for 78 days and did not renew last cycle
L01400,Working Professional,Standard,599,0.6,6.4,10,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01401,Certification Seeker,Pro,999,1,7,5,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01402,Working Professional,Pro,999,0.55,7.9,17,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01403,College Student,Basic,299,0.67,6.1,10,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01404,Career Switcher,Pro,999,0.6,11.4,8,N,Recommend Pro,0,Career Switcher investing 11.4 hrs/week - high intent to reskill
L01405,College Student,Standard,599,0.43,2.9,19,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01406,Casual Learner,Pro,999,0,2.4,75,N,CS Outreach Before Upsell,20,High support ticket volume (3) needs resolution first
L01407,College Student,Basic,299,0.67,3.4,9,N,Recommend Upgrade to Standard,0,On Basic but logging in 11x/month with 67.0% completion
