Learner_ID,Age,Profession,Region,Learner_Segment,Subscription_Plan,Monthly_Fee,Months_Active,Courses_Enrolled,Courses_Completed,Completion_Rate,Weekly_Hours,Login_Frequency,Last_Login_Days,Coupon_Used,Discount_Availed,Payment_Mode,Support_Tickets,Renewed_Last_Cycle
L00668,32,Analyst,Delhi NCR,Certification Seeker,Standard,599,7,12,10,0.83,5.4,14,22,N,0,Wallet,0,Y
L00669,28,Software Engineer,Delhi NCR,Certification Seeker,Standard,599,12,8,5,0.62,6.7,11,0,N,0,Wallet,2,Y
L00670,33,Consultant,Mumbai,Power Learner,Premium,1499,3,12,9,0.75,16.3,30,0,N,0,Wallet,0,Y
L00671,19,Student,Mumbai,College Student,Basic,299,6,2,1,0.5,2.1,8,32,N,0,Wallet,3,Y
L00672,32,Sales Executive,Chennai,Working Professional,Standard,599,3,3,2,0.67,6.8,13,5,N,0,Wallet,2,N
L00673,31,Student,Bengaluru,Casual Learner,Premium,1499,2,12,2,0.17,0.8,1,72,N,0,UPI,4,N
L00674,39,Student,Ahmedabad,Casual Learner,Basic,299,8,2,1,0.5,2.4,1,45,Y,26,Wallet,3,N
L00675,37,Ex-Teacher,Chennai,Career Switcher,Pro,999,9,15,9,0.6,7.0,18,8,N,0,Wallet,1,Y
L00676,23,Software Engineer,Mumbai,Certification Seeker,Standard,599,6,6,5,0.83,7.2,14,23,Y,11,Wallet,0,Y
L00677,33,Sales Executive,Mumbai,Working Professional,Pro,999,10,6,4,0.67,6.6,14,5,N,0,Wallet,1,Y
L00678,34,Homemaker,Ahmedabad,Casual Learner,Standard,599,11,4,2,0.5,3.7,5,40,Y,11,UPI,1,Y
L00679,20,Part-time Worker,Ahmedabad,Casual Learner,Basic,299,12,11,2,0.18,1.0,4,65,N,0,Netbanking,2,N
L00680,21,Student,Mumbai,College Student,Basic,299,3,2,1,0.5,6.4,14,37,Y,22,UPI,1,Y
L00681,24,Software Engineer,Jaipur,Certification Seeker,Pro,999,4,2,1,0.5,5.0,13,25,N,0,UPI,1,N
L00682,29,Sales Executive,Delhi NCR,Working Professional,Standard,599,1,6,5,0.83,9.4,8,3,N,0,UPI,0,Y
L00683,18,Student,Mumbai,College Student,Standard,599,9,2,1,0.5,5.6,6,13,N,0,UPI,2,Y
L00684,23,Student,Pune,College Student,Basic,299,4,8,5,0.62,8.7,9,35,N,0,Wallet,3,Y
L00685,27,Data Analyst,Delhi NCR,Working Professional,Standard,599,12,13,9,0.69,5.7,14,3,N,0,Card,1,N
L00686,31,Sales Executive,Pune,Working Professional,Pro,999,10,6,4,0.67,4.6,14,13,N,0,UPI,3,Y
L00687,22,Student,Ahmedabad,College Student,Basic,299,11,2,1,0.5,8.7,12,22,Y,16,Card,2,Y
L00688,20,Student,Delhi NCR,College Student,Standard,599,2,10,4,0.4,2.1,4,21,N,0,Card,0,Y
L00689,31,Ex-Teacher,Pune,Career Switcher,Pro,999,11,7,5,0.71,5.5,18,13,N,0,Netbanking,0,Y
L00690,33,Homemaker,Pune,Casual Learner,Basic,299,2,4,1,0.25,2.1,5,61,N,0,Netbanking,1,N
L00691,22,Manager,Pune,Certification Seeker,Standard,599,7,11,7,0.64,3.2,14,16,Y,10,Wallet,2,Y
L00692,30,Homemaker,Chennai,Casual Learner,Basic,299,1,11,3,0.27,1.9,6,78,N,0,UPI,3,N
L00693,19,Student,Mumbai,College Student,Basic,299,6,4,2,0.5,8.0,10,14,N,0,Netbanking,0,N
L00694,30,Software Engineer,Bengaluru,Certification Seeker,Basic,299,5,13,10,0.77,3.4,11,22,N,0,Card,0,Y
L00695,20,Student,Ahmedabad,College Student,Standard,599,11,11,6,0.55,2.9,12,15,Y,16,Wallet,1,Y
L00696,40,Homemaker,Chennai,Casual Learner,Basic,299,4,2,1,0.5,2.8,6,46,N,0,UPI,1,Y
L00697,21,Student,Jaipur,College Student,Basic,299,4,13,9,0.69,7.7,12,32,N,0,Wallet,1,N
L00698,19,Student,Chennai,College Student,Basic,299,8,4,3,0.75,8.1,12,12,Y,18,Netbanking,0,Y
L00699,25,Consultant,Mumbai,Certification Seeker,Pro,999,3,6,5,0.83,4.3,13,21,N,0,UPI,1,Y
L00700,22,Student,Chennai,College Student,Basic,299,5,7,4,0.57,4.6,4,24,Y,14,Card,2,Y
L00701,30,Software Engineer,Mumbai,Working Professional,Pro,999,2,4,3,0.75,5.3,8,1,Y,6,Card,1,Y
L00702,23,Student,Jaipur,College Student,Basic,299,4,1,0,0.0,4.4,8,38,Y,20,Wallet,3,N
L00703,23,Student,Bengaluru,Casual Learner,Basic,299,6,7,2,0.29,3.6,2,21,Y,14,Netbanking,1,Y
L00704,18,Part-time Worker,Chennai,Casual Learner,Pro,999,10,14,2,0.14,0.5,2,80,Y,24,Netbanking,2,N
L00705,19,Student,Bengaluru,College Student,Basic,299,12,5,4,0.8,4.3,11,22,N,0,Netbanking,1,Y
L00706,31,Analyst,Jaipur,Certification Seeker,Standard,599,11,14,13,0.93,5.6,6,4,N,0,Card,1,Y
L00707,23,Student,Chennai,College Student,Basic,299,2,5,2,0.4,3.4,10,40,N,0,Wallet,1,Y
L00708,35,Ex-Operations,Ahmedabad,Career Switcher,Premium,1499,5,2,2,1.0,7.2,8,10,N,0,Wallet,1,Y
L00709,35,Data Scientist,Jaipur,Power Learner,Premium,1499,9,5,4,0.8,19.7,29,1,Y,8,Wallet,0,Y
L00710,25,Software Engineer,Jaipur,Certification Seeker,Standard,599,7,6,4,0.67,4.8,6,1,N,0,Card,0,Y
L00711,23,Student,Ahmedabad,College Student,Standard,599,2,4,3,0.75,4.0,4,30,N,0,Wallet,1,Y
L00712,30,Analyst,Pune,Certification Seeker,Standard,599,7,11,9,0.82,6.4,11,25,N,0,Netbanking,0,Y
L00713,20,Student,Pune,College Student,Standard,599,11,14,9,0.64,5.2,6,24,Y,13,Wallet,2,Y
L00714,29,Retired,Chennai,Casual Learner,Basic,299,7,1,0,0.0,3.9,4,23,N,0,Wallet,1,N
L00715,34,Ex-Banker,Chennai,Career Switcher,Standard,599,9,7,5,0.71,11.3,12,1,Y,12,Wallet,1,N
L00716,20,Student,Chennai,College Student,Standard,599,5,10,4,0.4,6.0,9,3,N,0,UPI,1,Y
L00717,40,Ex-Banker,Hyderabad,Career Switcher,Premium,1499,11,15,11,0.73,11.0,12,9,Y,10,Card,0,Y
L00718,18,Student,Hyderabad,College Student,Basic,299,8,15,8,0.53,2.2,12,28,Y,18,Card,1,N
L00719,39,Unemployed (Upskilling),Bengaluru,Career Switcher,Pro,999,11,12,7,0.58,5.2,10,7,N,0,Card,3,Y
L00720,25,HR Executive,Jaipur,Working Professional,Standard,599,5,7,5,0.71,6.3,9,14,Y,8,UPI,1,Y
L00721,34,HR Executive,Jaipur,Working Professional,Basic,299,6,3,2,0.67,9.8,15,14,N,0,Card,2,N
L00722,27,Ex-Banker,Delhi NCR,Career Switcher,Pro,999,12,13,8,0.62,8.9,15,4,N,0,Wallet,0,N
L00723,37,Ex-Operations,Delhi NCR,Career Switcher,Pro,999,9,6,3,0.5,10.4,16,8,N,0,Netbanking,3,Y
L00724,23,Student,Hyderabad,College Student,Basic,299,2,4,2,0.5,5.5,14,30,N,0,Card,0,N
L00725,21,Student,Bengaluru,College Student,Basic,299,5,10,7,0.7,2.8,5,28,N,0,UPI,0,Y
L00726,30,Freelancer,Hyderabad,Casual Learner,Basic,299,8,3,1,0.33,2.0,3,48,Y,21,Card,1,N
L00727,28,Ex-Banker,Mumbai,Career Switcher,Pro,999,1,11,7,0.64,7.5,14,2,N,0,Wallet,1,N
L00728,40,Unemployed (Upskilling),Chennai,Career Switcher,Pro,999,9,7,4,0.57,11.0,9,14,N,0,UPI,1,N
L00729,25,Sales Executive,Hyderabad,Working Professional,Basic,299,9,5,4,0.8,6.0,11,9,N,0,Netbanking,0,N
L00730,20,Student,Hyderabad,College Student,Pro,999,10,12,4,0.33,5.5,10,39,N,0,Wallet,3,N
L00731,21,Student,Hyderabad,College Student,Basic,299,1,11,8,0.73,3.0,12,21,N,0,UPI,0,Y
L00732,36,Part-time Worker,Mumbai,Casual Learner,Basic,299,2,8,3,0.38,3.8,5,30,N,0,Netbanking,1,Y
L00733,27,Data Analyst,Ahmedabad,Working Professional,Pro,999,4,13,10,0.77,4.1,8,0,Y,11,Wallet,0,Y
L00734,21,Student,Ahmedabad,College Student,Standard,599,9,15,11,0.73,3.0,11,7,Y,14,Wallet,0,Y
L00735,18,Student,Ahmedabad,College Student,Standard,599,9,2,1,0.5,6.0,4,15,Y,19,Netbanking,0,Y
L00736,32,Ex-Marketer,Delhi NCR,Career Switcher,Pro,999,8,9,5,0.56,9.6,18,2,N,0,Netbanking,1,Y
L00737,29,HR Executive,Pune,Working Professional,Premium,1499,4,9,7,0.78,7.2,12,10,Y,8,Wallet,1,Y
L00738,19,Student,Pune,College Student,Standard,599,4,12,9,0.75,2.9,6,2,Y,25,UPI,0,Y
L00739,20,Student,Pune,College Student,Standard,599,2,14,8,0.57,2.4,13,24,Y,19,Card,1,Y
L00740,26,Ex-Marketer,Mumbai,Career Switcher,Pro,999,6,15,12,0.8,11.6,17,10,N,0,Card,0,Y
L00741,35,Manager,Mumbai,Certification Seeker,Pro,999,9,10,7,0.7,4.9,10,17,N,0,Netbanking,0,N
L00742,27,Marketing Executive,Mumbai,Working Professional,Standard,599,11,5,4,0.8,9.7,9,7,N,0,Wallet,0,Y
L00743,34,Data Analyst,Mumbai,Working Professional,Standard,599,10,1,1,1.0,8.0,12,5,N,0,Wallet,0,N
L00744,32,Marketing Executive,Ahmedabad,Working Professional,Basic,299,2,8,7,0.88,5.7,16,10,Y,13,Netbanking,1,N
L00745,23,Student,Delhi NCR,College Student,Pro,999,11,9,4,0.44,2.3,5,2,N,0,Netbanking,0,Y
L00746,23,Student,Pune,College Student,Basic,299,6,2,1,0.5,5.8,4,38,Y,19,UPI,1,Y
L00747,38,Ex-Teacher,Ahmedabad,Career Switcher,Premium,1499,3,7,4,0.57,5.2,17,11,N,0,Netbanking,3,N
L00748,24,Marketing Executive,Chennai,Working Professional,Basic,299,3,13,10,0.77,9.5,8,3,N,0,Netbanking,0,Y
L00749,29,Ex-Operations,Bengaluru,Career Switcher,Premium,1499,4,2,1,0.5,9.0,17,13,N,0,UPI,3,N
L00750,35,Ex-Marketer,Hyderabad,Career Switcher,Pro,999,5,6,4,0.67,11.4,13,7,N,0,Netbanking,0,Y
L00751,30,Data Analyst,Bengaluru,Working Professional,Standard,599,9,4,3,0.75,4.5,13,20,N,0,Wallet,0,Y
L00752,26,Consultant,Ahmedabad,Certification Seeker,Pro,999,11,6,4,0.67,3.7,10,25,Y,9,Card,3,Y
L00753,23,Retired,Mumbai,Casual Learner,Basic,299,7,3,1,0.33,1.4,5,80,N,0,Wallet,1,N
L00754,24,Entrepreneur,Ahmedabad,Power Learner,Pro,999,7,15,12,0.8,17.0,23,2,N,0,Netbanking,0,N
L00755,23,Student,Jaipur,College Student,Pro,999,11,12,8,0.67,5.1,10,18,Y,14,UPI,1,N
L00756,36,Ex-Operations,Ahmedabad,Career Switcher,Standard,599,3,2,2,1.0,8.6,17,8,N,0,Wallet,1,Y
L00757,32,HR Executive,Ahmedabad,Working Professional,Standard,599,7,12,7,0.58,5.9,10,4,N,0,Card,3,Y
L00758,35,Ex-Teacher,Chennai,Career Switcher,Standard,599,2,3,2,0.67,7.0,15,14,N,0,Netbanking,0,N
L00759,29,Ex-Teacher,Hyderabad,Career Switcher,Pro,999,9,9,7,0.78,10.3,8,1,N,0,Card,0,Y
L00760,33,Consultant,Pune,Certification Seeker,Premium,1499,10,8,5,0.62,5.1,13,16,N,0,UPI,0,Y
L00761,28,Software Engineer,Delhi NCR,Working Professional,Premium,1499,12,4,3,0.75,8.0,13,2,N,0,Netbanking,0,Y
L00762,23,Student,Chennai,College Student,Pro,999,1,9,4,0.44,5.0,12,20,N,0,UPI,0,Y
L00763,32,Ex-Banker,Pune,Career Switcher,Pro,999,8,11,6,0.55,10.7,15,9,N,0,Card,0,Y
L00764,33,Marketing Executive,Delhi NCR,Working Professional,Basic,299,12,11,8,0.73,5.6,14,20,N,0,Card,1,N
L00765,37,Manager,Ahmedabad,Certification Seeker,Pro,999,9,15,10,0.67,5.4,7,7,N,0,Netbanking,3,N
L00766,34,Sales Executive,Bengaluru,Working Professional,Standard,599,6,13,10,0.77,8.0,13,12,N,0,Wallet,1,Y
L00767,20,Student,Ahmedabad,College Student,Basic,299,6,8,4,0.5,3.8,9,26,Y,15,UPI,2,Y
L00768,23,Student,Pune,College Student,Basic,299,4,11,5,0.45,6.0,6,34,Y,29,Netbanking,1,N
L00769,23,Student,Ahmedabad,College Student,Basic,299,12,1,0,0.0,4.3,9,35,Y,17,Card,2,N
L00770,35,Marketing Executive,Pune,Working Professional,Pro,999,6,1,1,1.0,6.0,11,17,Y,5,UPI,1,Y
L00771,20,Student,Mumbai,College Student,Basic,299,12,7,5,0.71,3.7,8,7,N,0,Card,1,N
L00772,22,Student,Mumbai,College Student,Basic,299,9,13,8,0.62,6.2,6,6,Y,27,Netbanking,2,Y
L00773,27,Student,Jaipur,Casual Learner,Basic,299,5,7,2,0.29,3.9,5,80,Y,29,Netbanking,4,N
L00774,34,Freelancer,Ahmedabad,Casual Learner,Basic,299,8,8,3,0.38,3.0,3,89,Y,30,Wallet,2,N
L00775,25,Data Analyst,Chennai,Working Professional,Standard,599,11,14,8,0.57,9.9,9,17,N,0,Card,0,Y
L00776,40,Unemployed (Upskilling),Hyderabad,Career Switcher,Basic,299,8,1,1,1.0,6.8,12,10,N,0,Wallet,0,Y
L00777,22,Student,Jaipur,College Student,Basic,299,11,14,8,0.57,3.7,11,30,N,0,UPI,0,Y
L00778,19,Student,Delhi NCR,College Student,Standard,599,2,7,3,0.43,3.2,11,7,Y,23,Wallet,1,N
L00779,37,Ex-Teacher,Pune,Career Switcher,Standard,599,5,10,7,0.7,10.0,18,8,N,0,Card,0,Y
L00780,43,Part-time Worker,Chennai,Casual Learner,Basic,299,5,12,5,0.42,2.2,2,62,N,0,Card,1,N
L00781,22,Analyst,Ahmedabad,Certification Seeker,Standard,599,8,4,3,0.75,3.3,6,9,N,0,Wallet,1,Y
L00782,30,Ex-Teacher,Chennai,Career Switcher,Pro,999,4,14,8,0.57,7.4,8,6,N,0,Wallet,2,Y
L00783,26,Part-time Worker,Hyderabad,Casual Learner,Basic,299,3,10,2,0.2,0.9,2,55,Y,26,Wallet,3,N
L00784,30,Manager,Hyderabad,Certification Seeker,Standard,599,4,3,2,0.67,7.9,7,25,Y,14,Netbanking,0,N
L00785,22,Student,Ahmedabad,College Student,Standard,599,6,7,4,0.57,4.1,5,15,N,0,Wallet,2,Y
L00786,27,Unemployed (Upskilling),Hyderabad,Career Switcher,Premium,1499,11,8,5,0.62,10.8,10,13,N,0,Netbanking,0,Y
L00787,29,Marketing Executive,Mumbai,Working Professional,Premium,1499,8,9,6,0.67,8.6,13,13,N,0,Card,3,Y
L00788,22,Consultant,Jaipur,Certification Seeker,Standard,599,4,6,4,0.67,3.0,10,10,N,0,UPI,2,Y
L00789,21,Student,Mumbai,College Student,Premium,1499,12,14,10,0.71,3.8,14,3,Y,24,Wallet,1,Y
L00790,34,HR Executive,Bengaluru,Working Professional,Basic,299,1,3,2,0.67,7.7,10,5,Y,13,UPI,0,Y
L00791,28,Homemaker,Pune,Casual Learner,Premium,1499,4,11,2,0.18,2.8,6,22,N,0,Netbanking,2,N
L00792,36,Unemployed (Upskilling),Mumbai,Career Switcher,Premium,1499,7,14,7,0.5,7.9,18,1,N,0,Card,2,Y
L00793,28,HR Executive,Hyderabad,Working Professional,Pro,999,7,6,4,0.67,5.0,8,9,Y,10,UPI,3,Y
L00794,27,Software Engineer,Delhi NCR,Certification Seeker,Standard,599,11,11,7,0.64,7.8,8,25,N,0,UPI,1,Y
L00795,45,Freelancer,Delhi NCR,Casual Learner,Basic,299,7,6,1,0.17,3.0,2,55,Y,27,Netbanking,2,N
L00796,35,Sales Executive,Pune,Working Professional,Basic,299,6,14,10,0.71,7.5,13,20,N,0,Card,0,N
L00797,29,Unemployed (Upskilling),Hyderabad,Career Switcher,Premium,1499,7,12,7,0.58,7.4,18,9,N,0,Netbanking,0,Y
L00798,19,Student,Pune,College Student,Basic,299,2,8,4,0.5,5.6,14,11,N,0,Netbanking,3,N
L00799,32,Software Engineer,Chennai,Certification Seeker,Pro,999,1,15,11,0.73,3.8,13,10,Y,14,Netbanking,0,Y
L00800,18,Student,Jaipur,College Student,Standard,599,12,5,3,0.6,5.0,10,30,N,0,Netbanking,3,Y
L00801,27,HR Executive,Bengaluru,Working Professional,Standard,599,5,9,5,0.56,9.7,14,18,Y,8,Card,1,Y
L00802,24,Software Engineer,Pune,Working Professional,Pro,999,3,1,1,1.0,8.8,15,12,N,0,Card,0,Y
L00803,19,Student,Ahmedabad,College Student,Basic,299,4,3,1,0.33,3.1,12,23,Y,19,Wallet,2,N
L00804,39,Ex-Banker,Bengaluru,Career Switcher,Pro,999,6,15,11,0.73,10.3,10,12,N,0,Wallet,1,Y
L00805,34,HR Executive,Mumbai,Working Professional,Standard,599,10,9,6,0.67,5.1,11,11,N,0,Wallet,0,Y
L00806,19,Student,Hyderabad,College Student,Basic,299,2,5,3,0.6,4.4,14,11,Y,24,Wallet,0,Y
L00807,25,Data Scientist,Ahmedabad,Power Learner,Premium,1499,2,2,2,1.0,14.6,21,2,N,0,Wallet,0,Y
L00808,22,Student,Jaipur,College Student,Basic,299,11,5,3,0.6,8.7,10,27,Y,25,UPI,3,Y
L00809,40,Student,Chennai,Casual Learner,Basic,299,3,2,1,0.5,3.9,5,69,Y,17,Netbanking,1,N
L00810,39,Ex-Operations,Mumbai,Career Switcher,Pro,999,1,15,9,0.6,5.9,15,14,N,0,Netbanking,2,Y
L00811,25,Unemployed (Upskilling),Pune,Career Switcher,Standard,599,6,1,1,1.0,7.9,15,10,N,0,Netbanking,0,Y
L00812,26,Software Engineer,Bengaluru,Working Professional,Standard,599,3,8,5,0.62,7.8,14,8,N,0,Card,3,Y
L00813,24,Marketing Executive,Bengaluru,Working Professional,Standard,599,12,3,2,0.67,4.5,12,13,N,0,Netbanking,0,N
L00814,25,Marketing Executive,Pune,Working Professional,Premium,1499,10,8,5,0.62,7.1,11,1,N,0,Wallet,2,Y
L00815,26,Part-time Worker,Mumbai,Casual Learner,Basic,299,3,1,0,0.0,2.9,3,20,N,0,Card,3,Y
L00816,35,Ex-Teacher,Hyderabad,Career Switcher,Standard,599,12,10,7,0.7,7.3,9,9,N,0,Wallet,1,Y
L00817,32,Software Engineer,Chennai,Working Professional,Standard,599,6,8,6,0.75,8.9,10,14,N,0,Card,1,Y
L00818,22,Student,Jaipur,College Student,Standard,599,6,13,6,0.46,2.6,12,23,Y,23,UPI,1,N
L00819,20,Student,Ahmedabad,College Student,Premium,1499,1,4,3,0.75,7.3,8,35,Y,21,Wallet,0,Y
L00820,18,Student,Delhi NCR,College Student,Pro,999,12,4,2,0.5,8.9,12,26,Y,22,Netbanking,2,Y
L00821,35,Unemployed (Upskilling),Ahmedabad,Career Switcher,Standard,599,7,8,6,0.75,8.5,15,9,Y,14,Wallet,1,Y
L00822,36,Consultant,Bengaluru,Certification Seeker,Standard,599,11,1,1,1.0,5.1,12,13,N,0,Card,0,Y
L00823,18,Student,Hyderabad,Casual Learner,Basic,299,11,10,1,0.1,2.2,1,67,N,0,Wallet,5,N
L00824,19,Student,Chennai,College Student,Standard,599,4,2,1,0.5,3.2,7,20,N,0,Card,3,Y
L00825,32,Freelancer,Delhi NCR,Casual Learner,Pro,999,9,15,6,0.4,2.7,5,62,Y,19,UPI,0,N
L00826,31,Part-time Worker,Jaipur,Casual Learner,Standard,599,2,13,2,0.15,3.2,3,88,N,0,UPI,4,N
L00827,27,Retired,Mumbai,Casual Learner,Basic,299,12,2,1,0.5,3.7,6,76,Y,27,UPI,1,N
L00828,29,Ex-Banker,Jaipur,Career Switcher,Standard,599,2,8,6,0.75,7.3,9,14,N,0,Netbanking,1,Y
L00829,31,Data Analyst,Pune,Working Professional,Pro,999,3,6,4,0.67,4.9,12,0,N,0,Netbanking,2,N
L00830,23,Student,Jaipur,College Student,Standard,599,11,14,8,0.57,4.1,6,9,Y,23,UPI,1,Y
L00831,18,Student,Chennai,College Student,Standard,599,12,15,8,0.53,8.1,12,25,Y,17,Card,2,Y
L00832,31,Marketing Executive,Jaipur,Working Professional,Standard,599,7,4,2,0.5,4.1,9,10,N,0,Netbanking,0,Y
L00833,31,HR Executive,Mumbai,Working Professional,Pro,999,9,7,5,0.71,9.4,11,11,N,0,Netbanking,0,Y
L00834,43,Software Engineer,Mumbai,Power Learner,Premium,1499,9,11,10,0.91,12.5,24,1,N,0,Card,1,Y
L00835,28,Consultant,Bengaluru,Power Learner,Premium,1499,12,1,1,1.0,18.3,21,1,N,0,Card,1,Y
L00836,26,Ex-Marketer,Bengaluru,Career Switcher,Standard,599,2,10,5,0.5,8.1,15,6,N,0,Wallet,2,Y
L00837,28,Ex-Operations,Hyderabad,Career Switcher,Pro,999,11,7,4,0.57,9.3,15,0,N,0,Wallet,1,Y
L00838,28,Data Analyst,Pune,Working Professional,Premium,1499,4,8,5,0.62,6.0,16,16,Y,13,Card,3,Y
L00839,38,Manager,Jaipur,Certification Seeker,Standard,599,2,8,7,0.88,6.8,10,3,N,0,Card,0,N
L00840,24,Student,Pune,Casual Learner,Basic,299,9,4,2,0.5,2.2,6,58,N,0,Card,2,Y
L00841,43,Freelancer,Delhi NCR,Casual Learner,Basic,299,3,13,4,0.31,1.6,5,80,Y,25,Card,3,N
L00842,31,Analyst,Delhi NCR,Certification Seeker,Standard,599,12,10,7,0.7,4.8,11,14,N,0,Wallet,0,Y
L00843,30,Data Analyst,Delhi NCR,Working Professional,Premium,1499,5,5,4,0.8,4.1,11,6,N,0,Netbanking,0,Y
L00844,28,Part-time Worker,Hyderabad,Casual Learner,Standard,599,10,3,0,0.0,2.3,3,33,Y,20,Wallet,1,N
L00845,35,Sales Executive,Hyderabad,Working Professional,Standard,599,10,6,3,0.5,7.5,8,3,N,0,Netbanking,3,N
L00846,19,Student,Chennai,College Student,Premium,1499,12,10,6,0.6,4.9,6,9,Y,12,Card,2,Y
L00847,26,Part-time Worker,Pune,Casual Learner,Standard,599,3,6,3,0.5,3.2,1,60,N,0,Wallet,1,N
L00848,31,Data Analyst,Chennai,Working Professional,Standard,599,12,7,4,0.57,5.6,8,4,N,0,Wallet,0,N
L00849,22,Student,Mumbai,College Student,Standard,599,1,10,5,0.5,8.7,9,34,Y,11,UPI,0,N
L00850,35,Freelancer,Bengaluru,Casual Learner,Basic,299,8,7,3,0.43,2.6,2,29,N,0,Wallet,3,N
L00851,24,Consultant,Bengaluru,Power Learner,Pro,999,10,7,7,1.0,13.4,28,3,N,0,UPI,1,Y
L00852,21,Student,Pune,College Student,Pro,999,10,11,6,0.55,6.7,9,34,Y,26,Netbanking,1,Y
L00853,20,Student,Bengaluru,College Student,Basic,299,10,2,1,0.5,8.6,4,8,Y,16,Card,1,Y
L00854,20,Student,Hyderabad,College Student,Standard,599,1,7,5,0.71,3.0,11,7,Y,27,Card,1,Y
L00855,27,Marketing Executive,Ahmedabad,Working Professional,Pro,999,2,12,10,0.83,4.6,10,16,N,0,Card,0,Y
L00856,33,Data Analyst,Chennai,Working Professional,Standard,599,4,9,6,0.67,9.9,16,11,Y,10,UPI,3,N
L00857,25,Data Analyst,Chennai,Working Professional,Premium,1499,2,2,2,1.0,6.6,12,7,N,0,Wallet,1,Y
L00858,43,Consultant,Mumbai,Power Learner,Pro,999,4,3,3,1.0,11.8,20,1,N,0,UPI,0,Y
L00859,23,Student,Chennai,College Student,Standard,599,3,12,9,0.75,4.9,6,33,N,0,Card,1,N
L00860,19,Student,Jaipur,College Student,Basic,299,7,13,6,0.46,6.4,8,39,Y,11,Wallet,0,N
L00861,21,Student,Ahmedabad,College Student,Standard,599,12,15,5,0.33,5.7,6,6,Y,18,UPI,1,N
L00862,30,HR Executive,Jaipur,Working Professional,Standard,599,10,15,10,0.67,8.9,8,9,N,0,Card,2,Y
L00863,33,Software Engineer,Jaipur,Working Professional,Pro,999,10,3,2,0.67,5.2,11,16,N,0,UPI,0,Y
L00864,33,Software Engineer,Hyderabad,Working Professional,Standard,599,3,8,6,0.75,8.4,12,10,N,0,Netbanking,0,Y
L00865,26,HR Executive,Mumbai,Working Professional,Pro,999,7,11,6,0.55,7.8,11,5,Y,13,Card,3,Y
L00866,40,Ex-Marketer,Hyderabad,Career Switcher,Pro,999,10,9,6,0.67,7.8,11,14,N,0,Netbanking,2,Y
L00867,30,Analyst,Jaipur,Certification Seeker,Pro,999,8,2,2,1.0,6.3,11,24,N,0,Wallet,0,N
L00868,19,Student,Bengaluru,College Student,Basic,299,12,9,5,0.56,4.1,9,19,N,0,UPI,1,Y
L00869,36,Data Scientist,Delhi NCR,Power Learner,Premium,1499,4,13,11,0.85,17.8,23,2,Y,14,UPI,1,Y
L00870,34,Freelancer,Chennai,Casual Learner,Basic,299,11,13,5,0.38,1.1,6,48,N,0,Wallet,2,N
L00871,32,Consultant,Ahmedabad,Power Learner,Premium,1499,7,5,4,0.8,18.9,27,2,Y,8,Netbanking,0,N
L00872,27,Ex-Teacher,Ahmedabad,Career Switcher,Standard,599,8,11,8,0.73,10.8,11,12,N,0,Card,0,N
L00873,20,Student,Ahmedabad,College Student,Basic,299,12,3,1,0.33,6.1,14,9,N,0,Netbanking,1,Y
L00874,28,Unemployed (Upskilling),Jaipur,Career Switcher,Standard,599,8,15,8,0.53,7.1,9,14,N,0,Netbanking,2,N
L00875,20,Student,Jaipur,College Student,Basic,299,3,2,1,0.5,8.1,11,18,Y,25,Netbanking,1,N
L00876,38,Ex-Operations,Mumbai,Career Switcher,Pro,999,5,6,4,0.67,10.9,12,8,N,0,Netbanking,2,Y
L00877,21,Student,Jaipur,College Student,Basic,299,7,14,8,0.57,6.7,5,31,N,0,Wallet,0,Y
L00878,28,Unemployed (Upskilling),Bengaluru,Career Switcher,Standard,599,4,12,9,0.75,7.5,18,13,N,0,Netbanking,1,N
L00879,26,Ex-Operations,Ahmedabad,Career Switcher,Pro,999,1,6,4,0.67,6.5,10,0,Y,14,UPI,3,N
L00880,23,Student,Chennai,College Student,Premium,1499,4,11,6,0.55,3.9,4,20,Y,26,Card,2,N
L00881,42,Freelancer,Jaipur,Casual Learner,Standard,599,6,5,1,0.2,1.7,5,49,Y,24,Wallet,3,N
L00882,37,Ex-Banker,Pune,Career Switcher,Premium,1499,8,3,2,0.67,7.5,15,11,N,0,UPI,1,Y
L00883,39,Analyst,Delhi NCR,Certification Seeker,Standard,599,12,15,12,0.8,3.4,7,2,N,0,Wallet,1,Y
L00884,29,Sales Executive,Delhi NCR,Working Professional,Premium,1499,2,2,1,0.5,9.1,12,19,N,0,Card,3,N
L00885,19,Student,Mumbai,College Student,Standard,599,12,13,7,0.54,8.9,7,14,Y,10,Card,0,N
L00886,31,Sales Executive,Hyderabad,Working Professional,Standard,599,9,6,5,0.83,7.5,14,8,N,0,Netbanking,1,Y
L00887,29,Analyst,Chennai,Certification Seeker,Basic,299,12,3,2,0.67,3.7,9,25,Y,14,Wallet,2,Y
L00888,29,Analyst,Hyderabad,Certification Seeker,Standard,599,10,10,7,0.7,7.2,13,19,N,0,Card,0,Y
L00889,26,Ex-Marketer,Jaipur,Career Switcher,Premium,1499,3,5,4,0.8,5.4,13,2,N,0,UPI,1,Y
L00890,22,Retired,Hyderabad,Casual Learner,Standard,599,5,10,2,0.2,2.4,6,58,N,0,Wallet,2,N
L00891,38,Consultant,Mumbai,Power Learner,Premium,1499,1,2,2,1.0,17.1,25,0,N,0,Wallet,0,Y
